2017-08-09 21:04:21,509 - 测试日志 - INFO - input:接口地址：https://api.douban.com/v2/photo/:id,参数:1,实际返回:{'msg': 'uri_not_found', 'code': 1001, 'request': 'GET /v2/photo/:id'},预期:code=1001&msg=uri_not_found
2017-08-09 21:04:21,604 - 测试日志 - INFO - input:接口地址：https://api.douban.com/v2/photo/:id,参数:1,实际返回:{'msg': 'uri_not_found', 'code': 1001, 'request': 'GET /v2/photo/:id'},预期:code=1001&msg=uri_n北京
2017-08-09 21:04:21,686 - 测试日志 - INFO - input:接口地址：https://api.douban.com/v2/photo/:id,参数:安达市大所多,实际返回:{'msg': 'uri_not_found', 'code': 1001, 'request': 'GET /v2/photo/:id'},预期:code=1001
2017-08-09 21:04:37,738 - 测试日志 - INFO - input:接口地址：https://api.douban.com/v2/photo/:id,参数:1,实际返回:{'msg': 'uri_not_found', 'code': 1001, 'request': 'GET /v2/photo/:id'},预期:code=1001&msg=uri_not_found
2017-08-09 21:04:37,820 - 测试日志 - INFO - input:接口地址：https://api.douban.com/v2/photo/:id,参数:安达市大所多,实际返回:{'msg': 'uri_not_found', 'code': 1001, 'request': 'GET /v2/photo/:id'},预期:code=1001
2017-08-09 21:04:45,825 - 测试日志 - INFO - input:接口地址：https://api.douban.com/v2/photo/:id,参数:1,实际返回:{'msg': 'uri_not_found', 'code': 1001, 'request': 'GET /v2/photo/:id'},预期:code=1001&msg=uri_not_found
2017-08-09 21:04:45,900 - 测试日志 - INFO - input:接口地址：https://api.douban.com/v2/photo/:id,参数:安达市大所多,实际返回:{'msg': 'uri_not_found', 'code': 1001, 'request': 'GET /v2/photo/:id'},预期:code=1001
2017-08-09 21:04:53,914 - 测试日志 - INFO - input:接口地址：https://api.douban.com/v2/photo/:id,参数:1,实际返回:{'msg': 'uri_not_found', 'code': 1001, 'request': 'GET /v2/photo/:id'},预期:code=1001&msg=uri_not_found
2017-08-09 21:04:53,994 - 测试日志 - INFO - input:接口地址：https://api.douban.com/v2/photo/:id,参数:安达市大所多,实际返回:{'msg': 'uri_not_found', 'code': 1001, 'request': 'GET /v2/photo/:id'},预期:code=1001
